Quest ID,Quest Name,Faction,Item ID,Item Name,Item Level,Quality,Slot
10708,"Akama's Promise",undefined,31000,"Bloodwarder's Rifle",109,Rare,"Ranged"
10708,"Akama's Promise",undefined,31417,"Staff of the Ashtongue Deathsworn",109,Rare,"Two-Hand"
11052,"Akama's Promise",Both,30932,"Akama's Sash",109,Rare,"Waist"
11052,"Akama's Promise",Both,30943,"Verdant Gloves",109,Rare,"Hands"
11052,"Akama's Promise",Both,30984,"Spellbreaker's Buckler",109,Rare,"Off Hand"
11052,"Akama's Promise",Both,30999,"Ashtongue Blade",109,Rare,"One-Hand"
11052,"Akama's Promise",Both,31000,"Bloodwarder's Rifle",109,Rare,"Ranged"
11052,"Akama's Promise",Both,31417,"Staff of the Ashtongue Deathsworn",109,Rare,"Two-Hand"
10639,"Teron Gorefiend, I am...",Horde,31104,"Evoker's Helmet of Second Sight",109,Rare,"Head"
10639,"Teron Gorefiend, I am...",Horde,31105,"Overlord's Helmet of Second Sight",109,Rare,"Head"
10639,"Teron Gorefiend, I am...",Horde,31106,"Stalker's Helmet of Second Sight",109,Rare,"Head"
10639,"Teron Gorefiend, I am...",Horde,31107,"Shamanistic Helmet of Second Sight",109,Rare,"Head"
10639,"Teron Gorefiend, I am...",Horde,31109,"Stealther's Helmet of Second Sight",109,Rare,"Head"
10639,"Teron Gorefiend, I am...",Horde,31110,"Druidic Helmet of Second Sight",109,Rare,"Head"
10645,"Teron Gorefiend, I am...",Alliance,31104,"Evoker's Helmet of Second Sight",109,Rare,"Head"
10645,"Teron Gorefiend, I am...",Alliance,31105,"Overlord's Helmet of Second Sight",109,Rare,"Head"
10645,"Teron Gorefiend, I am...",Alliance,31106,"Stalker's Helmet of Second Sight",109,Rare,"Head"
10645,"Teron Gorefiend, I am...",Alliance,31107,"Shamanistic Helmet of Second Sight",109,Rare,"Head"
10645,"Teron Gorefiend, I am...",Alliance,31109,"Stealther's Helmet of Second Sight",109,Rare,"Head"
10645,"Teron Gorefiend, I am...",Alliance,31110,"Druidic Helmet of Second Sight",109,Rare,"Head"
10742,"Showdown",Horde,31544,"Clefthoof Hide Leggings",109,Rare,"Legs"
10742,"Showdown",Horde,31545,"Oilcloth Breeches",109,Rare,"Legs"
10742,"Showdown",Horde,31547,"Malefactor's Eyepatch",109,Rare,"Head"
10742,"Showdown",Horde,31546,"Tourmaline Crown",109,Rare,"Head"
10742,"Showdown",Horde,31548,"Blackened Chestplate",109,Rare,"Chest"
10742,"Showdown",Horde,31549,"Leonine Breastplate",109,Rare,"Chest"
10806,"Showdown",Alliance,31544,"Clefthoof Hide Leggings",109,Rare,"Legs"
10806,"Showdown",Alliance,31545,"Oilcloth Breeches",109,Rare,"Legs"
10806,"Showdown",Alliance,31547,"Malefactor's Eyepatch",109,Rare,"Head"
10806,"Showdown",Alliance,31546,"Tourmaline Crown",109,Rare,"Head"
10806,"Showdown",Alliance,31548,"Blackened Chestplate",109,Rare,"Chest"
10806,"Showdown",Alliance,31549,"Leonine Breastplate",109,Rare,"Chest"
10912,"The Hound-Master",Both,31691,"Natasha's Guardian Cord",103,Rare,"Neck"
10912,"The Hound-Master",Both,31693,"Natasha's Arcane Filament",103,Rare,"Neck"
10912,"The Hound-Master",Both,31692,"Natasha's Ember Necklace",103,Rare,"Neck"
10912,"The Hound-Master",Both,31695,"Natasha's Choker",103,Rare,"Neck"
10912,"The Hound-Master",Both,31694,"Natasha's Pack Collar",103,Rare,"Neck"
10912,"The Hound-Master",Both,31696,"Natasha's Battle Chain",103,Rare,"Neck"
11233,"Landing the Killing Blow",Horde,35809,"Earthspike",138,Uncommon,"Main Hand"
11233,"Landing the Killing Blow",Horde,35808,"Coldstone Cutlass",138,Uncommon,"One-Hand"
11233,"Landing the Killing Blow",Horde,35807,"Bramblethorn Greatstaff",138,Uncommon,"Two-Hand"
11233,"Landing the Killing Blow",Horde,35810,"Pacifying Pummeler",138,Uncommon,"Main Hand"
11233,"Landing the Killing Blow",Horde,35811,"Elekk-Horn Crossbow",138,Uncommon,"Ranged"
11233,"Landing the Killing Blow",Horde,35812,"Cragthumper",138,Uncommon,"Two-Hand"
11244,"Rescuing the Rescuers",Alliance,35809,"Earthspike",138,Uncommon,"Main Hand"
11244,"Rescuing the Rescuers",Alliance,35808,"Coldstone Cutlass",138,Uncommon,"One-Hand"
11244,"Rescuing the Rescuers",Alliance,35807,"Bramblethorn Greatstaff",138,Uncommon,"Two-Hand"
11244,"Rescuing the Rescuers",Alliance,35810,"Pacifying Pummeler",138,Uncommon,"Main Hand"
11244,"Rescuing the Rescuers",Alliance,35811,"Elekk-Horn Crossbow",138,Uncommon,"Ranged"
11244,"Rescuing the Rescuers",Alliance,35812,"Cragthumper",138,Uncommon,"Two-Hand"
11241,"Trail of Fire",Horde,35823,"Ice-Rimed Dagger",138,Uncommon,"One-Hand"
11241,"Trail of Fire",Horde,35826,"Whelpling-Skull Zapper",138,Uncommon,"Ranged"
11241,"Trail of Fire",Horde,35827,"Regal Sceptre",138,Uncommon,"Ranged"
11241,"Trail of Fire",Horde,35830,"Worn Vrykul Smasher",138,Uncommon,"Off Hand"
11241,"Trail of Fire",Horde,35824,"Stoneblade Slicer",138,Uncommon,"One-Hand"
11241,"Trail of Fire",Horde,35829,"Coldspike Longbow",138,Uncommon,"Ranged"
11288,"The Shining Light",Alliance,35823,"Ice-Rimed Dagger",138,Uncommon,"One-Hand"
11288,"The Shining Light",Alliance,35826,"Whelpling-Skull Zapper",138,Uncommon,"Ranged"
11288,"The Shining Light",Alliance,35827,"Regal Sceptre",138,Uncommon,"Ranged"
11288,"The Shining Light",Alliance,35830,"Worn Vrykul Smasher",138,Uncommon,"Off Hand"
11288,"The Shining Light",Alliance,35824,"Stoneblade Slicer",138,Uncommon,"One-Hand"
11288,"The Shining Light",Alliance,35829,"Coldspike Longbow",138,Uncommon,"Ranged"
11602,"Cutting Off the Source",Horde,36878,"Writhing Longstaff",138,Uncommon,"Two-Hand"
11602,"Cutting Off the Source",Horde,36879,"Soldier's Spiked Mace",138,Uncommon,"One-Hand"
11602,"Cutting Off the Source",Horde,36880,"Vicious Spellblade",138,Uncommon,"Main Hand"
11602,"Cutting Off the Source",Horde,36882,"Warsong Longbow",138,Uncommon,"Ranged"
11602,"Cutting Off the Source",Horde,36881,"Medic's Morning Star",138,Uncommon,"Main Hand"
11602,"Cutting Off the Source",Horde,36883,"Combatant Greatsword",138,Uncommon,"Two-Hand"
11797,"The Siege",Alliance,36878,"Writhing Longstaff",138,Uncommon,"Two-Hand"
11797,"The Siege",Alliance,36879,"Soldier's Spiked Mace",138,Uncommon,"One-Hand"
11797,"The Siege",Alliance,36880,"Vicious Spellblade",138,Uncommon,"Main Hand"
11797,"The Siege",Alliance,36881,"Medic's Morning Star",138,Uncommon,"Main Hand"
11797,"The Siege",Alliance,36883,"Combatant Greatsword",138,Uncommon,"Two-Hand"
11797,"The Siege",Alliance,38208,"Valiance Longbow",138,Uncommon,"Ranged"
11872,"The Nefarious Clam Master...",Both,37014,"Rod of Poacher Punishment",138,Uncommon,"One-Hand"
11872,"The Nefarious Clam Master...",Both,37015,"Dowsing Rod",138,Uncommon,"Ranged"
11872,"The Nefarious Clam Master...",Both,37016,"Wand of the Keeper",138,Uncommon,"Ranged"
11872,"The Nefarious Clam Master...",Both,37017,"Nimble Blade",138,Uncommon,"One-Hand"
11872,"The Nefarious Clam Master...",Both,37019,"Borean Ward",138,Uncommon,"Off Hand"
11872,"The Nefarious Clam Master...",Both,37018,"G.E.H.T.A.",138,Uncommon,"Ranged"
11613,"Karuk's Oath",Both,37021,"Claw of the Tuskarr",138,Uncommon,"Main Hand"
11613,"Karuk's Oath",Both,37022,"Shark Stabber",138,Uncommon,"One-Hand"
11613,"Karuk's Oath",Both,37023,"Compact Arrow Launcher",138,Uncommon,"Ranged"
11613,"Karuk's Oath",Both,37024,"Medicine Stick",138,Uncommon,"Held In Off-hand"
11613,"Karuk's Oath",Both,37026,"Spirit Channeller's Rod",138,Uncommon,"Two-Hand"
11613,"Karuk's Oath",Both,37025,"Blubber Carver",138,Uncommon,"Two-Hand"
11570,"Escape from the Winterfin Caverns",Both,37036,"Fish-Eye Poker",138,Uncommon,"One-Hand"
11570,"Escape from the Winterfin Caverns",Both,37039,"Mrgl Blade",138,Uncommon,"One-Hand"
11570,"Escape from the Winterfin Caverns",Both,37041,"Scepter of the Winterfin",138,Uncommon,"Main Hand"
11570,"Escape from the Winterfin Caverns",Both,37042,"Glimmering Orca Tooth",138,Uncommon,"Main Hand"
11570,"Escape from the Winterfin Caverns",Both,37044,"Amphibious Speargun",138,Uncommon,"Ranged"
11570,"Escape from the Winterfin Caverns",Both,37046,"Shell Smasher",138,Uncommon,"Two-Hand"
11638,"Return My Remains",Horde,37047,"Branch of Everlasting Flame",138,Uncommon,"Ranged"
11638,"Return My Remains",Horde,37049,"Lost Marksman's Rifle",138,Uncommon,"Ranged"
11638,"Return My Remains",Horde,37528,"Dry Earth Circle",138,Uncommon,"Finger"
11638,"Return My Remains",Horde,37574,"Libram of Furious Blows",138,Uncommon,"Relic"
11638,"Return My Remains",Horde,37573,"Idol of the Plainstalker",138,Uncommon,"Relic"
11638,"Return My Remains",Horde,37575,"Totem of the Tundra",138,Uncommon,"Relic"
11673,"Get Me Outa Here!",Alliance,37047,"Branch of Everlasting Flame",138,Uncommon,"Ranged"
11673,"Get Me Outa Here!",Alliance,37049,"Lost Marksman's Rifle",138,Uncommon,"Ranged"
11673,"Get Me Outa Here!",Alliance,37528,"Dry Earth Circle",138,Uncommon,"Finger"
11673,"Get Me Outa Here!",Alliance,37574,"Libram of Furious Blows",138,Uncommon,"Relic"
11673,"Get Me Outa Here!",Alliance,37573,"Idol of the Plainstalker",138,Uncommon,"Relic"
11673,"Get Me Outa Here!",Alliance,37575,"Totem of the Tundra",138,Uncommon,"Relic"
11969,"Springing the Trap",Both,37075,"Serrated Scale Shank",138,Uncommon,"One-Hand"
11969,"Springing the Trap",Both,37077,"Smoldering Talon",138,Uncommon,"Off Hand"
11969,"Springing the Trap",Both,37078,"Rod of the Crimson Keeper",138,Uncommon,"Ranged"
11969,"Springing the Trap",Both,37076,"Fiery Prod",138,Uncommon,"One-Hand"
11969,"Springing the Trap",Both,37080,"Crimson Will",138,Uncommon,"Two-Hand"
11969,"Springing the Trap",Both,37564,"Scaled Flame Cloak",138,Uncommon,"Back"
12032,"Conversing With the Depths",Both,38126,"Frostbite Warstaff",146,Uncommon,"Two-Hand"
12032,"Conversing With the Depths",Both,38127,"Carved Dragonbone Mace",146,Uncommon,"Main Hand"
12032,"Conversing With the Depths",Both,38128,"Staff of the Spiked Beast",146,Uncommon,"Two-Hand"
12032,"Conversing With the Depths",Both,38146,"Gleaming Iceblade",146,Uncommon,"One-Hand"
12032,"Conversing With the Depths",Both,38148,"Chilled Headsmasher",146,Uncommon,"Two-Hand"
12032,"Conversing With the Depths",Both,38150,"Imported Ironshod Crossbow",146,Uncommon,"Ranged"
12151,"Wanton Warlord",Horde,38130,"Emme's Lost Spellblade",146,Uncommon,"Main Hand"
12151,"Wanton Warlord",Horde,38154,"Taigasha",146,Uncommon,"One-Hand"
12151,"Wanton Warlord",Horde,38155,"Shortblade of the Ruby Ally",146,Uncommon,"One-Hand"
12151,"Wanton Warlord",Horde,38156,"Battered Magnataur Dualblade",146,Uncommon,"Two-Hand"
12151,"Wanton Warlord",Horde,38157,"Longbow of the Ruby Rider",146,Uncommon,"Ranged"
12151,"Wanton Warlord",Horde,38224,"Life Binder Talisman",146,Uncommon,"Held In Off-hand"
12111,"Where the Wild Things Roam",Horde,38131,"Staff of Ruby Wood",146,Uncommon,"Two-Hand"
12111,"Where the Wild Things Roam",Horde,38132,"Moonrest Garden Stave",146,Uncommon,"Two-Hand"
12111,"Where the Wild Things Roam",Horde,38170,"Spiked Coldwind Club",146,Uncommon,"One-Hand"
12111,"Where the Wild Things Roam",Horde,38171,"Battleworn Magnataur Crusher",146,Uncommon,"Two-Hand"
12111,"Where the Wild Things Roam",Horde,38172,"Crossbow of the Hardened Ranger",146,Uncommon,"Ranged"
12111,"Where the Wild Things Roam",Horde,38169,"Keen Woodland Shank",146,Uncommon,"One-Hand"
12441,"Wanted: High Shaman Bloodpaw",Alliance,38131,"Staff of Ruby Wood",146,Uncommon,"Two-Hand"
12441,"Wanted: High Shaman Bloodpaw",Alliance,38132,"Moonrest Garden Stave",146,Uncommon,"Two-Hand"
12441,"Wanted: High Shaman Bloodpaw",Alliance,38170,"Spiked Coldwind Club",146,Uncommon,"One-Hand"
12441,"Wanted: High Shaman Bloodpaw",Alliance,38171,"Battleworn Magnataur Crusher",146,Uncommon,"Two-Hand"
12441,"Wanted: High Shaman Bloodpaw",Alliance,38172,"Crossbow of the Hardened Ranger",146,Uncommon,"Ranged"
12441,"Wanted: High Shaman Bloodpaw",Alliance,38169,"Keen Woodland Shank",146,Uncommon,"One-Hand"
12221,"The Forsaken Blight",Horde,38134,"Bloodtinged Spellblade",146,Uncommon,"Main Hand"
12221,"The Forsaken Blight",Horde,38135,"Mace of the Fallen Raven Priest",146,Uncommon,"Main Hand"
12221,"The Forsaken Blight",Horde,38176,"Stronghold Battlemace",146,Uncommon,"One-Hand"
12221,"The Forsaken Blight",Horde,38177,"Siege Captain's Gun",146,Uncommon,"Ranged"
12221,"The Forsaken Blight",Horde,38178,"Battlement Enforcer's Axe",146,Uncommon,"Two-Hand"
12221,"The Forsaken Blight",Horde,38295,"Idol of the Wastes",146,Uncommon,"Relic"
12464,"My Old Enemy",Alliance,38134,"Bloodtinged Spellblade",146,Uncommon,"Main Hand"
12464,"My Old Enemy",Alliance,38135,"Mace of the Fallen Raven Priest",146,Uncommon,"Main Hand"
12464,"My Old Enemy",Alliance,38176,"Stronghold Battlemace",146,Uncommon,"One-Hand"
12464,"My Old Enemy",Alliance,38177,"Siege Captain's Gun",146,Uncommon,"Ranged"
12464,"My Old Enemy",Alliance,38178,"Battlement Enforcer's Axe",146,Uncommon,"Two-Hand"
12464,"My Old Enemy",Alliance,38295,"Idol of the Wastes",146,Uncommon,"Relic"
12089,"Wanted: Magister Keldonus",Horde,38137,"Endurance of the Spell Warder",146,Uncommon,"Two-Hand"
12089,"Wanted: Magister Keldonus",Horde,38138,"Keldonus's Missing Spellshard",146,Uncommon,"Main Hand"
12089,"Wanted: Magister Keldonus",Horde,38189,"Backtwister",146,Uncommon,"One-Hand"
12089,"Wanted: Magister Keldonus",Horde,38194,"Mageslayer Rifle",146,Uncommon,"Ranged"
12089,"Wanted: Magister Keldonus",Horde,38196,"Bloodsmeared Brutalizer",146,Uncommon,"One-Hand"
12089,"Wanted: Magister Keldonus",Horde,38195,"Magister's Bane",146,Uncommon,"Two-Hand"
12050,"Lumber Hack",Both,38141,"Coldwind Scratching Pole",146,Uncommon,"Two-Hand"
12050,"Lumber Hack",Both,38143,"Composite Harpyspine Staff",146,Uncommon,"Two-Hand"
12050,"Lumber Hack",Both,38142,"Infused Dragonbone Splinter",146,Uncommon,"Main Hand"
12050,"Lumber Hack",Both,38187,"Reactive Waraxe",146,Uncommon,"One-Hand"
12050,"Lumber Hack",Both,38191,"Compact Explosive Delivery Device",146,Uncommon,"One-Hand"
12050,"Lumber Hack",Both,38197,"Mounted Boneshredder",146,Uncommon,"Two-Hand"
11916,"Hellscream's Champion",Horde,38237,"Axe of Frozen Death",138,Rare,"Two-Hand"
11916,"Hellscream's Champion",Horde,38238,"Borean Smasher",138,Rare,"Main Hand"
11916,"Hellscream's Champion",Horde,38239,"Tower of the Infinite Mind",138,Rare,"Two-Hand"
11916,"Hellscream's Champion",Horde,38240,"Staff of the Purposeful Mendicant",138,Rare,"Two-Hand"
11916,"Hellscream's Champion",Horde,38241,"Fury of the Raging Dragon",138,Rare,"Ranged"
11916,"Hellscream's Champion",Horde,38242,"Fang of the Desolate Soul",138,Rare,"One-Hand"
12019,"Last Rites",Alliance,38237,"Axe of Frozen Death",138,Rare,"Two-Hand"
12019,"Last Rites",Alliance,38238,"Borean Smasher",138,Rare,"Main Hand"
12019,"Last Rites",Alliance,38239,"Tower of the Infinite Mind",138,Rare,"Two-Hand"
12019,"Last Rites",Alliance,38240,"Staff of the Purposeful Mendicant",138,Rare,"Two-Hand"
12019,"Last Rites",Alliance,38241,"Fury of the Raging Dragon",138,Rare,"Ranged"
12019,"Last Rites",Alliance,38242,"Fang of the Desolate Soul",138,Rare,"One-Hand"
12152,"Jin'arrak's End",Both,39114,"Axe of the Warlord's Demise",154,Uncommon,"Two-Hand"
12152,"Jin'arrak's End",Both,39113,"Jagged Troll Render",154,Uncommon,"Off Hand"
12152,"Jin'arrak's End",Both,39118,"Glowing Voodoo Orb",154,Uncommon,"Held In Off-hand"
12152,"Jin'arrak's End",Both,39125,"Beaked Dagger",154,Uncommon,"One-Hand"
12152,"Jin'arrak's End",Both,39124,"Branch of Insightful Dreams",154,Uncommon,"Held In Off-hand"
12152,"Jin'arrak's End",Both,39127,"Serrated Cold-Iron Slicer",154,Uncommon,"One-Hand"
11984,"Filling the Cages",Both,39116,"Grinder of Reverse Emancipation",154,Uncommon,"Two-Hand"
11984,"Filling the Cages",Both,39128,"Yoke Slasher",154,Uncommon,"One-Hand"
11984,"Filling the Cages",Both,39129,"Spike of Renounced Autonomy",154,Uncommon,"One-Hand"
11984,"Filling the Cages",Both,39132,"Sword of the Caged Mind",154,Uncommon,"Main Hand"
11984,"Filling the Cages",Both,39131,"Warbling Crossbow",154,Uncommon,"Ranged"
11984,"Filling the Cages",Both,39142,"Mace of Helotry",154,Uncommon,"Main Hand"
12236,"Ursoc, the Bear God",Horde,39173,"Bulwark of the Tormented God",154,Rare,"Off Hand"
12236,"Ursoc, the Bear God",Horde,39174,"Legguards of Dissolved Hope",154,Rare,"Legs"
12236,"Ursoc, the Bear God",Horde,39175,"Leggings of Forceful Purification",154,Rare,"Legs"
12236,"Ursoc, the Bear God",Horde,39177,"Pants of Purified Wind",154,Rare,"Legs"
12236,"Ursoc, the Bear God",Horde,39176,"Kilt of Deific Torment",154,Rare,"Legs"
12236,"Ursoc, the Bear God",Horde,39178,"Greaves of Sanctified Dissolution",154,Rare,"Legs"
12249,"Ursoc, the Bear God",Alliance,39173,"Bulwark of the Tormented God",154,Rare,"Off Hand"
12249,"Ursoc, the Bear God",Alliance,39174,"Legguards of Dissolved Hope",154,Rare,"Legs"
12249,"Ursoc, the Bear God",Alliance,39175,"Leggings of Forceful Purification",154,Rare,"Legs"
12249,"Ursoc, the Bear God",Alliance,39177,"Pants of Purified Wind",154,Rare,"Legs"
12249,"Ursoc, the Bear God",Alliance,39176,"Kilt of Deific Torment",154,Rare,"Legs"
12249,"Ursoc, the Bear God",Alliance,39178,"Greaves of Sanctified Dissolution",154,Rare,"Legs"
12614,"Post-partum Aggression",Both,39478,"Cloak of the Deadliest Game",162,Rare,"Back"
